




📡浙江频道,#genre#
[浙江]洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8?zzhed
[浙江]普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
[浙江]衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
[浙江]绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
[浙江]绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
[浙江]田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
[浙江]余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
[浙江]开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
[浙江]云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
[浙江]象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
[浙江]萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
[浙江]余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
[浙江]文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
[浙江]萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
[浙江]永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
[浙江]上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
[浙江]龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
[浙江]上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
[浙江]松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
[浙江]苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
[浙江]海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
[浙江]上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
[浙江]绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
[浙江]海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
[浙江]义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine

[浙江]绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed



📡江苏频道,#genre#
[江苏]南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?zjiangsd
[江苏]淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
[江苏]南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
[江苏]南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
[江苏]泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
[江苏]扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?zjiangsd
[江苏]盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
[江苏]南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
[江苏]南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
[江苏]如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
[江苏]贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?zjiangsd
[江苏]苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
[江苏]东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
[江苏]南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd

[江苏]泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
[江苏]睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
[江苏]金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
[江苏]睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
[江苏]沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
[江苏]扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?zjiangsd
[江苏]涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
[江苏]金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
[江苏]如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
[江苏]泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
[江苏]赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
[江苏]苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
[江苏]贾汪旅游频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?zjiangsd
[江苏]连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
[江苏]淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
[江苏]大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
[江苏]铜山综合频道,http://stream.tstvxmt.com/tstv1/sd/live.m3u8?zjiangsd
[江苏]海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8?zjiangsd
[江苏]大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
[江苏]苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
[江苏]大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
[江苏]淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
[江苏]无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
[江苏]无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
[江苏]无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
[江苏]无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
[江苏]无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
[江苏]无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
[江苏]连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
[江苏]铜山三农频道,http://stream.tstvxmt.com/ts3/sd/live.m3u8?zjiangsd
[江苏]无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
[江苏]无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd
[江苏]无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
[江苏]东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
[江苏]江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
[江苏]常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
[江苏]江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
[江苏]沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
[江苏]苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
[江苏]高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
[江苏]无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
[江苏]无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
[江苏]无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
[江苏]张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
[江苏]无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
[江苏]无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
[江苏]无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
[江苏]苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
[江苏]滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
[江苏]宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd
[江苏]张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
[江苏]武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
[江苏]常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
[江苏]睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
[江苏]张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
[江苏]武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
[江苏]淮阴影院频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?zjiangsd
[江苏]靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
[江苏]靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd
[江苏]姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
[江苏]镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8





📡山东频道,#genre#
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8?shandd
山东综艺,http://livealone.iqilu.com/iqilu/zypdhjOF03kn.flv
山东文旅,http://livealone.iqilu.com/iqilu/yspdhjOF03kn.flv
山东生活,http://livealone.iqilu.com/iqilu/shpdhjOF03kn.flv
山东农科,http://livealone.iqilu.com/iqilu/nkpdhjOF03kn.flv
山东教育,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8#http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd#http://live.hznet.tv:1935/live/live2/500k/tzwj_video.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8#http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd#http://live.hznet.tv:1935/live/live3/500k/tzwj_video.m3u8
山东高唐,http://alivealone.litenews.cn/43/9ad0cb58aba24fbfb58db8779febd0d1.flv#http://alivealone.litenews.cn/43/b3859631ad774ae8b6ad0c88dfa9154f.flv#http://blivealone.litenews.cn/b95/f7669543b5fb4497a9d9b2a0b65c0d50.flv
高密农科,http://alivealone.litenews.cn/71/202304_1651887494448484352.flv
高密综合,http://alivealone.litenews.cn/71/202304_1651887494549147648.flv
高青影视,http://alivealone.litenews.cn/61/56d09086fb25449cb4eefb24f5042937.flv
高青综合,http://alivealone.litenews.cn/61/b6a7086cc9e847b3af6a32367d9e6f16.flv
山东东平,http://alivealone.litenews.cn/187/8fccf62feb3c44c0aafbd751e656157b.flv
山东东阿,http://blivealone.litenews.cn/b95/e9d4c1a139b0476f87562509d2ef7c12.flv
山东临述,http://alivealone.litenews.cn/167/ccb6d0904c4545c796a46d0b8ab8f974.flv#http://alivealone.litenews.cn/167/fb91283de3bb4a85adfa892ab1e81651.flv
山东五莲,http://alivealone.litenews.cn/299/4ca3fa99444649faaea2a3c4f54510e0.flv#http://alivealone.litenews.cn/299/88621c064ade45db9478010b15eed2ad.flv
山东任城,http://alivealone.litenews.cn/73/496121efe22945dea02ab6c28519359a.flv#http://alivealone.litenews.cn/73/8335c86a46884e4295d741d4d98fc315.flv
山东冠县,http://alivealone.litenews.cn/79/c1e45c084a224c8fac75bb7ae8ff4d97.flv
商河影视,http://alivealone.litenews.cn/261/18aef04fdb68469da1c11028d80b69c8.flv
商河综合,http://alivealone.litenews.cn/261/66867590127349f3bc7f908199cbbf40.flv
奎文电视,http://alivealone.litenews.cn/127/202304_1651887503323631616.flv
山东宁阳,http://alivealone.litenews.cn/123/1c9fe1197fbc402ebdb9e592269594eb.flv#http://alivealone.litenews.cn/123/bb0535194dad44bc95eb2e53b1711aeb.flv
安丘民生,http://alivealone.litenews.cn/137/404a4729eb544d84a2491dd37137be95.flv
安丘综合,http://alivealone.litenews.cn/137/3442fc7ba2744a4b899f1d4c43b8d01f.flv
定陶1套,http://alivealone.litenews.cn/27/08130f5f60ac4b23a2debdc1e3fe4b9a.flv
定陶2套,http://alivealone.litenews.cn/27/b91d0a6d35514440b4895c07db91d144.flv
峰城综合,http://alivealone.litenews.cn/209/da1cbd21728444569fd638642e034edf.flv
山东嵐山,http://alivealone.litenews.cn/289/547a6d25776f4f76b27d64f945075683.flv
市中综合,http://alivealone.litenews.cn/233/5652101985474d85ac7300b0dcf783e1.flv
山东平阴,http://alivealone.litenews.cn/257/709a2743e0904bd9a3c25a1e7976b089.flv
山东微山,http://blivealone.litenews.cn/b53/8c38a7404fcc41eebbe40b8abc09eae0.flv#http://blivealone.litenews.cn/b53/fc030a672e9a4ee1a076a11622029429.flv
成武综合,http://alivealone.litenews.cn/131/fe5bb10e7b4845a784116b133146698a.flv
招远综合,http://alivealone.litenews.cn/55/cb1dadb15e9141d281823bf62fbadd3c.flv
招远综艺,http://alivealone.litenews.cn/55/d76fb6c7efcd4a609f5746598e93029a.flv
山东文登,http://alivealone.litenews.cn/91/13cc6cb1119e4dc2a4d92969de419459.flv#http://alivealone.litenews.cn/91/6aac1e7e4bb946bc9833ae1cbc13e67e.flv
山东新泰,http://alivealone.litenews.cn/59/047fc0ac5f804bfaaf8a490913d216fc.flv#http://alivealone.litenews.cn/59/ef9a5cf77b4d4c0492eb726f591397ca.flv
无棣综合,http://alivealone.litenews.cn/169/8e3dc9f7edaa481eafcc58702359369f.flv
无棣综艺,http://alivealone.litenews.cn/169/727eebb295c7432985d27449f0b5bafb.flv
昌邑经济生活,http://alivealone.litenews.cn/47/202304_1651887490510032896.flv
曹县综合,http://alivealone.litenews.cn/87/17899f8e9ec8476991285406f464ed29.flv
山东汶上,http://alivealone.litenews.cn/301/8fa2e7efd2fb46079bd305cecc58904d.flv#http://alivealone.litenews.cn/301/b597ff6aa9cb40aba57bb011b13865ad.flv
山东沂水,http://alivealone.litenews.cn/145/3747a14c81ee4cd3a67aa7b9edfd7e02.flv#http://alivealone.litenews.cn/145/e59cec1353f945e5b07662db7e203d2b.flv
沂源综合,http://alivealone.litenews.cn/203/5a80a9bca88d4ee5bc1bb6bfa57cbbc6.flv
山东泰山,http://alivealone.litenews.cn/263/c22bd61a847a4723bfd30ddbbd12a2ae.flv
山东济铁,http://alivealone.litenews.cn/303/8876f9ea0ce6400d9b1e54a129ff1c0c.flv
海阳综合,http://blivealone.litenews.cn/b255/c67ee0d48a584f9f8dab1f5ee174591b.flv
滨城TV,http://alivealone.litenews.cn/249/301df5063a8f46dc8c7bea7984bebfd6.flv
牡丹新闻,http://alivealone.litenews.cn/219/896cf05fadb5486e94f5f323cf03abd2.flv
牡丹综艺,http://alivealone.litenews.cn/219/3c14e65e3308425395661cca82a4abba.flv
山东肥城,http://alivealone.litenews.cn/51/a0a622ce69e5489bac69dacc457bfa7b.flv#http://alivealone.litenews.cn/51/d259f0c070d6433096928576bc83cdd1.flv
山东莒县,http://alivealone.litenews.cn/159/0b1ee3da151a4d188a4e96ccda79b82f.flv#http://alivealone.litenews.cn/159/ded31222dba245348d7ea70b00f56f24.flv
莱山影视,http://blivealone.litenews.cn/b245/bddf865636804b3d943b81a89fdf90de.flv
莱山综合,http://blivealone.litenews.cn/b245/7629b128b344426e85395bf9fb8aeaa6.flv
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500k/tzwj_video.m3u8
山东蒙阴,http://alivealone.litenews.cn/161/7c3e0abc7a604487ab088e35edb7032b.flv#http://alivealone.litenews.cn/161/c5db65a7d96948d2be14e470e4c829b2.flv
山东费县,http://alivealone.litenews.cn/41/b9db01b3511d48e6921fa442ce543881.flv
山东邹城,http://blivealone.litenews.cn/b181/9e9ff94026554c9682386c91559888f2.flv#http://blivealone.litenews.cn/b181/aa7efd7814e84d48b176f505003ffc40.flv
山东郯城,http://alivealone.litenews.cn/83/ad4b20ff29d74494b60360a158cd75c4.flv#http://alivealone.litenews.cn/83/b583b63e08e54d2dbbb84e6966cbc38d.flv
鄄城综合,http://blivealone.litenews.cn/b141/bdc2125bc05546ce8a02e7b58747a518.flv
鄄城综艺,http://blivealone.litenews.cn/b141/e5806b27ce0843ed8e9709cfd684fa7c.flv
鄆城新闻,http://alivealone.litenews.cn/135/a259f9de3bcf42508693588016f372bc.flv
山东长清,http://alivealone.litenews.cn/171/16236930b5ef4329a8a1d47037ee56b6.flv#http://alivealone.litenews.cn/171/b6df53d1f77f4e068055b4eac603bdcb.flv
青岛李沧,http://alivealone.litenews.cn/173/bc8dac70dcc54987a3abd07313420e4b.flv
山东鱼台,http://alivealone.litenews.cn/63/513ae5b367f24751a14e36db65237035.flv
黄岛综合,http://alivealone.litenews.cn/227/679fcc2c9e6040e9bf2e9b8f0b5d6e91.flv
BSTV新闻,http://alivealone.litenews.cn/17/4fd1c42305974bb2a98047a2bfef1d16.flv
BSTV图文,http://alivealone.litenews.cn/17/7ea8010d70524912b41c92aaa5318ea9.flv
